record_id,country_code,country_name,region,income_level,date,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index,avg_weekly_temp,max_hourly_temp,extreme_heat_hours,avg_humidity,avg_aerosol_depth,max_aerosol_depth
10716,ESP,Spain,Europe,High,2025-10-19,40.46,-3.74,47,-8.09,-0.41,21.2,0,0,0,0,82.1,113,74.5,28.3,0.9,18.5,0.0,77.4,63888,76.7,96.9,16.215059523809526,23.66,0,69.02940476190477,0.12202380952380952,0.23
10717,ITA,Italy,Europe,High,2015-01-04,41.87,12.56,60,1.59,-1.2,92.1,0,0,0,0,48.2,76,67.7,16.6,6.1,17.6,1.8,93.0,41379,71.5,100.0,7.94577380952381,14.3,0,83.10666666666667,0.07476190476190467,0.17
10718,ITA,Italy,Europe,High,2015-01-11,41.87,12.56,60,-0.23,0.3,114.4,0,0,0,0,90.9,106,87.1,24.5,6.2,15.6,3.4,86.1,41379,77.9,96.5,8.939583333333333,14.37,0,84.25416666666668,0.11065476190476188,0.28
10719,ITA,Italy,Europe,High,2015-01-18,41.87,12.56,60,3.18,-0.42,73.3,0,0,0,0,49.9,47,58.8,27.5,4.9,20.6,6.8,86.3,41379,71.6,97.5,7.742916666666666,13.15,0,87.86261904761905,0.19470238095238082,0.4
10720,ITA,Italy,Europe,High,2015-01-25,41.87,12.56,60,5.34,-0.45,59.2,0,0,0,0,40.7,53,63.4,25.0,4.7,16.3,7.5,86.0,41379,79.6,100.0,5.109404761904762,11.64,0,78.7622619047619,0.22744047619047625,0.71
10721,ITA,Italy,Europe,High,2015-02-01,41.87,12.56,60,2.32,-0.34,127.1,0,0,0,0,48.4,63,60.0,16.8,8.4,15.8,8.0,92.0,41447,62.6,100.0,6.081904761904762,11.16,0,85.01761904761904,0.1872023809523809,0.66
10722,ITA,Italy,Europe,High,2015-02-08,41.87,12.56,60,4.79,0.34,167.6,0,0,1,1,47.7,80,69.1,25.5,7.2,54.4,6.1,83.8,41447,68.5,98.9,6.14577380952381,14.28,0,76.75821428571427,0.13946428571428587,0.37
10723,ITA,Italy,Europe,High,2015-02-15,41.87,12.56,60,3.89,0.43,123.5,0,0,0,0,17.0,40,55.7,37.6,1.7,16.5,12.1,86.1,41447,71.6,98.8,7.77375,16.42,0,78.45559523809523,0.27107142857142846,1.01
10724,ITA,Italy,Europe,High,2015-02-22,41.87,12.56,60,6.05,0.04,33.1,0,0,0,0,50.6,79,83.5,28.3,8.7,11.3,20.4,88.4,41447,70.0,100.0,9.286369047619047,15.71,0,80.99458333333334,0.19880952380952388,1.16
10725,ITA,Italy,Europe,High,2015-03-01,41.87,12.56,60,7.01,0.36,92.9,0,0,0,0,32.1,36,75.7,32.1,4.1,9.9,11.6,87.4,41516,76.5,96.1,8.501726190476191,17.59,0,79.22369047619047,0.2870238095238094,0.69
10726,ITA,Italy,Europe,High,2015-03-08,41.87,12.56,60,6.34,0.11,104.3,1,0,0,1,23.0,40,54.3,39.7,2.5,22.8,20.5,83.9,41516,70.6,100.0,8.348988095238095,16.1,0,71.26095238095238,0.24684523809523817,0.55
10727,ITA,Italy,Europe,High,2015-03-15,41.87,12.56,60,9.79,0.04,128.8,0,0,0,0,67.3,93,80.5,27.0,5.0,14.5,15.6,82.3,41516,74.2,100.0,10.43875,18.23,0,78.81107142857142,0.6679166666666668,1.95
10728,ITA,Italy,Europe,High,2015-03-22,41.87,12.56,60,10.26,0.89,67.5,0,0,0,0,26.5,35,62.2,31.3,7.8,14.3,16.3,87.0,41516,73.2,100.0,11.821369047619047,18.29,0,79.53214285714286,0.4532738095238098,1.89
10729,ITA,Italy,Europe,High,2015-03-29,41.87,12.56,60,10.3,0.39,76.8,1,0,0,1,67.5,135,75.2,31.4,9.3,22.3,27.6,89.0,41516,69.2,93.5,12.450714285714284,19.74,0,75.8497619047619,0.2079166666666667,0.82
10730,ITA,Italy,Europe,High,2015-04-05,41.87,12.56,60,6.65,-0.74,159.0,1,0,0,1,41.6,56,60.6,33.7,5.8,14.7,13.8,84.0,41585,70.6,94.6,9.343690476190476,19.01,0,71.26601190476191,0.2897023809523806,0.91
10731,ITA,Italy,Europe,High,2015-04-12,41.87,12.56,60,7.63,0.25,112.2,0,0,0,0,41.9,57,40.4,38.3,0.0,10.9,19.0,86.4,41585,71.1,100.0,14.851011904761904,22.37,0,73.52583333333334,0.2855357142857142,1.02
10732,ITA,Italy,Europe,High,2015-04-19,41.87,12.56,60,4.33,0.19,137.0,0,0,0,0,5.1,11,63.6,22.3,4.4,13.1,3.7,88.4,41585,70.5,100.0,14.926666666666666,22.08,0,70.58886904761906,0.24214285714285705,0.71
10733,ITA,Italy,Europe,High,2015-04-26,41.87,12.56,60,8.33,0.07,142.1,0,0,0,0,20.9,39,70.6,29.4,5.6,21.9,17.1,93.2,41585,69.2,100.0,14.777559523809524,21.47,0,82.37357142857142,0.3266666666666665,1.37
10734,ITA,Italy,Europe,High,2015-05-03,41.87,12.56,60,9.16,0.89,134.5,0,0,0,0,94.4,155,87.5,41.6,3.6,11.8,27.5,90.5,41654,65.8,100.0,19.88434523809524,27.62,0,65.55934523809523,0.266428571428571,0.64
10735,ITA,Italy,Europe,High,2015-05-10,41.87,12.56,60,3.24,0.81,89.2,0,0,0,0,28.4,23,44.8,27.8,7.8,25.2,0.0,84.4,41654,70.6,100.0,18.915416666666665,26.36,0,67.70702380952382,0.3099999999999999,0.83
10736,ITA,Italy,Europe,High,2015-05-17,41.87,12.56,60,6.44,0.88,108.7,1,0,0,1,50.0,82,47.4,29.1,4.6,20.0,21.6,89.9,41654,74.3,100.0,17.879226190476192,30.64,0,69.3235119047619,0.33374999999999977,0.62
10737,ITA,Italy,Europe,High,2015-05-24,41.87,12.56,60,4.46,-0.09,90.2,0,0,0,0,0.0,10,49.9,40.0,5.0,19.0,10.9,89.8,41654,71.1,100.0,16.897142857142857,24.87,0,69.32642857142858,0.18130952380952378,0.41
10738,ITA,Italy,Europe,High,2015-05-31,41.87,12.56,60,3.35,0.28,44.9,0,0,0,0,63.7,85,75.4,32.3,2.5,4.9,7.7,89.0,41654,68.5,100.0,22.92940476190476,32.27,2,61.78160714285714,0.1819047619047619,0.32
10739,ITA,Italy,Europe,High,2015-06-07,41.87,12.56,60,4.24,-0.99,88.4,0,0,0,0,20.6,33,59.1,13.8,2.2,11.8,12.6,81.5,41723,72.4,99.9,23.92547619047619,31.16,0,65.88464285714286,0.329345238095238,0.66
10740,ITA,Italy,Europe,High,2015-06-14,41.87,12.56,60,-0.6,-0.5,21.1,0,0,0,0,55.5,83,56.5,24.1,8.5,24.2,7.5,86.5,41723,67.6,96.4,21.16702380952381,27.8,0,69.63732142857143,0.3008333333333335,0.97
10741,ITA,Italy,Europe,High,2015-06-21,41.87,12.56,60,3.95,0.09,37.8,0,0,0,0,79.0,135,74.7,32.6,8.2,14.9,19.1,88.1,41723,74.6,100.0,22.115714285714287,30.97,0,60.76345238095238,0.14845238095238084,0.45
10742,ITA,Italy,Europe,High,2015-06-28,41.87,12.56,60,-0.5,0.01,115.8,0,0,0,0,57.9,76,76.4,34.3,0.6,22.2,2.9,85.4,41723,77.2,95.9,26.15267857142857,34.69,24,57.721428571428575,0.16321428571428576,0.25
10743,ITA,Italy,Europe,High,2015-07-05,41.87,12.56,60,-1.18,0.01,0.0,0,0,0,0,79.5,107,66.6,25.8,0.5,22.7,0.0,85.7,41792,71.6,100.0,27.911190476190477,34.81,42,60.43702380952381,0.27321428571428585,0.5
10744,ITA,Italy,Europe,High,2015-07-12,41.87,12.56,60,1.74,-0.17,107.4,0,0,0,0,28.5,35,65.5,25.9,5.6,18.1,3.8,93.9,41792,71.3,96.6,29.079761904761902,36.91,55,51.552261904761906,0.20309523809523822,0.34
10745,ITA,Italy,Europe,High,2015-07-19,41.87,12.56,60,-3.07,-0.62,82.7,0,0,0,0,18.3,24,60.4,18.8,2.8,14.2,0.0,89.5,41792,64.6,96.5,29.321964285714287,36.71,54,51.398809523809526,0.26267857142857176,0.47
10746,ITA,Italy,Europe,High,2015-07-26,41.87,12.56,60,-0.71,0.72,51.9,0,0,0,0,41.7,43,52.8,35.3,1.9,18.0,0.0,86.1,41792,74.7,100.0,27.094285714285714,34.79,24,60.165476190476184,0.17261904761904753,0.35
10747,ITA,Italy,Europe,High,2015-08-02,41.87,12.56,60,-1.37,0.79,63.6,0,0,0,0,71.2,133,72.5,37.4,4.8,20.7,0.0,89.3,41861,70.0,96.0,29.881666666666668,37.37,68,47.21107142857143,0.23130952380952394,0.37
10748,ITA,Italy,Europe,High,2015-08-09,41.87,12.56,60,-6.55,-0.3,91.6,0,0,0,0,30.5,41,43.4,25.0,0.0,12.4,0.0,87.2,41861,73.4,99.5,27.435714285714283,36.68,33,57.287976190476186,0.3528571428571429,0.48
10749,ITA,Italy,Europe,High,2015-08-16,41.87,12.56,60,-4.34,0.03,33.1,0,0,0,0,59.1,107,46.8,31.0,1.8,15.7,0.0,89.6,41861,73.4,100.0,23.207440476190477,30.45,0,61.56934523809524,0.1570238095238096,0.58
10750,ITA,Italy,Europe,High,2015-08-23,41.87,12.56,60,-4.55,-0.06,113.6,0,0,0,0,22.3,16,64.8,25.1,0.0,16.4,0.0,87.8,41861,77.1,99.5,25.123511904761905,33.9,11,58.19744047619048,0.12684523809523812,0.22
10751,ITA,Italy,Europe,High,2015-08-30,41.87,12.56,60,-6.37,0.37,86.2,0,0,0,0,13.6,7,60.4,27.4,6.3,20.8,0.0,91.7,41861,63.4,100.0,25.747857142857146,34.89,22,58.15273809523809,0.22327380952380968,0.42
10752,ITA,Italy,Europe,High,2015-09-06,41.87,12.56,60,-5.75,-0.98,38.4,0,0,0,0,51.9,83,71.5,21.3,2.0,14.5,0.0,84.2,41929,72.7,100.0,21.357678571428572,28.51,0,56.02654761904761,0.24511904761904738,0.92
10753,ITA,Italy,Europe,High,2015-09-13,41.87,12.56,60,-10.61,0.44,0.0,0,0,0,0,70.5,90,69.7,35.6,3.4,12.8,0.0,85.4,41929,71.8,92.0,24.31357142857143,32.37,2,69.10833333333333,0.27976190476190466,0.52
10754,ITA,Italy,Europe,High,2015-09-20,41.87,12.56,60,-4.81,0.23,91.1,0,0,0,0,57.4,99,87.6,29.2,3.6,21.0,0.0,86.2,41929,62.4,100.0,19.535416666666666,28.76,0,63.39565476190476,0.14809523809523817,0.33
10755,ITA,Italy,Europe,High,2015-09-27,41.87,12.56,60,-6.95,0.63,15.3,0,0,0,0,80.4,140,77.1,39.7,5.3,7.2,0.0,88.8,41929,74.7,100.0,18.302916666666665,24.87,0,68.01940476190477,0.26880952380952383,0.7
10756,ITA,Italy,Europe,High,2015-10-04,41.87,12.56,60,-9.03,-0.27,38.1,0,0,0,0,71.3,120,62.1,27.7,8.6,19.0,0.0,84.0,41998,64.2,95.7,19.189464285714287,25.86,0,80.94196428571429,0.2653571428571429,0.77
10757,ITA,Italy,Europe,High,2015-10-11,41.87,12.56,60,-9.08,0.17,10.3,0,0,0,0,59.2,117,83.1,28.1,7.7,14.9,0.0,90.5,41998,70.9,97.0,16.51470238095238,22.46,0,80.0104761904762,0.17595238095238072,0.48
10758,ITA,Italy,Europe,High,2015-10-18,41.87,12.56,60,-6.62,-0.19,9.6,0,0,0,0,30.5,28,50.0,28.8,3.3,24.4,0.0,87.5,41998,69.5,100.0,14.82595238095238,23.01,0,76.76434523809523,0.28940476190476183,0.87
10759,ITA,Italy,Europe,High,2015-10-25,41.87,12.56,60,-5.1,-0.21,66.7,0,0,0,0,41.3,46,53.2,29.3,9.2,15.0,0.0,86.7,41998,65.4,94.8,14.89595238095238,21.84,0,79.08970238095237,0.15720238095238098,0.44
10760,ITA,Italy,Europe,High,2015-11-01,41.87,12.56,60,-8.01,-0.48,40.6,0,0,0,0,34.1,51,65.4,25.1,7.7,20.2,0.0,84.2,42067,69.2,100.0,15.101964285714287,22.98,0,75.25839285714285,0.1576190476190477,0.39
10761,ITA,Italy,Europe,High,2015-11-08,41.87,12.56,60,-5.48,0.75,11.4,0,0,0,0,7.2,-10,47.3,24.8,0.0,21.4,0.0,84.8,42067,62.3,99.6,14.468095238095238,22.62,0,76.67220238095238,0.13315476190476186,0.43
10762,ITA,Italy,Europe,High,2015-11-15,41.87,12.56,60,-4.92,0.19,74.5,0,0,0,0,65.9,82,58.3,28.6,2.6,13.3,0.0,90.2,42067,66.5,100.0,13.441309523809522,18.36,0,81.49857142857142,0.1669047619047619,0.39
10763,ITA,Italy,Europe,High,2015-11-22,41.87,12.56,60,-3.1,-0.44,87.2,0,0,0,0,79.1,95,81.8,27.2,0.4,18.9,0.0,87.6,42067,71.0,99.2,7.485654761904762,14.15,0,75.95761904761905,0.20232142857142862,0.55
10764,ITA,Italy,Europe,High,2015-11-29,41.87,12.56,60,-0.87,-0.02,61.8,0,0,0,0,31.9,69,44.0,34.1,0.6,19.1,0.0,87.4,42067,63.7,100.0,10.200595238095238,16.18,0,80.00571428571428,0.13380952380952396,0.3
10765,ITA,Italy,Europe,High,2015-12-06,41.87,12.56,60,-6.9,-0.08,0.5,0,0,0,0,40.8,57,69.4,32.6,3.4,21.6,0.0,88.1,42136,73.5,100.0,9.076607142857142,16.03,0,80.75755952380953,0.12422619047619039,0.21
10766,ITA,Italy,Europe,High,2015-12-13,41.87,12.56,60,-2.51,-0.54,80.7,0,0,0,0,71.4,114,72.0,25.7,3.7,13.9,0.0,88.6,42136,75.3,98.3,8.604523809523808,14.55,0,76.94672619047618,0.12077380952380948,0.23
10767,ITA,Italy,Europe,High,2015-12-20,41.87,12.56,60,-2.79,-0.15,36.2,0,0,0,0,58.0,87,62.8,23.8,8.8,17.2,3.9,89.4,42136,71.3,100.0,9.448511904761904,15.36,0,82.11428571428571,0.1126785714285714,0.19
10768,ITA,Italy,Europe,High,2015-12-27,41.87,12.56,60,1.15,0.49,120.2,0,0,0,0,38.9,59,47.3,28.8,4.0,15.3,0.0,90.5,42136,72.2,98.1,7.877083333333333,15.24,0,79.6672619047619,0.1361904761904763,0.37
10769,ITA,Italy,Europe,High,2016-01-03,41.87,12.56,60,0.22,0.18,79.1,0,0,0,0,7.6,14,61.1,23.6,3.8,7.6,0.0,90.8,42205,62.2,98.7,9.62904761904762,16.15,0,91.56505952380952,0.1333928571428571,0.31
10770,ITA,Italy,Europe,High,2016-01-10,41.87,12.56,60,2.39,0.06,71.1,0,0,0,0,16.7,24,47.8,24.6,1.2,18.1,4.1,91.6,42205,74.7,100.0,9.222261904761904,16.2,0,80.64386904761905,0.12583333333333335,0.39
10771,ITA,Italy,Europe,High,2016-01-17,41.87,12.56,60,1.69,0.24,108.3,0,0,0,0,62.9,133,87.9,19.6,3.9,16.7,4.4,93.1,42205,69.5,100.0,4.2370238095238095,11.65,0,73.12071428571429,0.13571428571428562,0.39
10772,ITA,Italy,Europe,High,2016-01-24,41.87,12.56,60,0.28,0.24,71.7,0,0,0,0,48.4,93,57.5,27.9,8.6,34.2,0.0,92.4,42205,69.4,95.7,8.613154761904761,14.91,0,85.7004761904762,0.13166666666666668,0.36
10773,ITA,Italy,Europe,High,2016-01-31,41.87,12.56,60,4.72,0.01,132.6,0,0,0,0,40.1,71,61.4,30.0,2.4,15.8,10.5,87.1,42205,68.6,100.0,9.448214285714286,16.83,0,80.28529761904763,0.09059523809523798,0.24
10774,ITA,Italy,Europe,High,2016-02-07,41.87,12.56,60,3.92,-0.04,90.0,0,0,0,0,63.7,100,69.2,36.5,4.8,17.2,5.3,83.9,42274,63.9,100.0,9.909464285714286,15.03,0,85.02250000000001,0.2104761904761906,0.69
10775,ITA,Italy,Europe,High,2016-02-14,41.87,12.56,60,5.5,0.57,92.2,4,0,0,4,39.4,69,58.5,31.9,5.5,18.6,35.9,84.7,42274,71.1,100.0,10.585892857142857,17.78,0,84.20928571428571,0.2413095238095241,0.64
10776,ITA,Italy,Europe,High,2016-02-21,41.87,12.56,60,5.72,0.32,73.0,3,0,0,3,19.8,65,68.0,36.0,0.0,12.6,38.5,83.1,42274,56.8,100.0,10.54547619047619,16.86,0,85.68089285714285,0.23613095238095247,0.71
10777,ITA,Italy,Europe,High,2016-02-28,41.87,12.56,60,8.42,0.83,141.1,1,0,0,1,18.0,23,51.9,40.5,5.1,12.6,19.6,89.7,42274,70.9,98.6,9.547619047619047,16.28,0,78.04345238095237,0.19345238095238082,0.92
10778,ITA,Italy,Europe,High,2016-03-06,41.87,12.56,60,7.41,-0.45,94.2,1,0,0,1,45.8,77,86.5,28.6,4.9,19.2,16.8,82.8,42342,63.5,99.7,8.428630952380953,16.29,0,77.1897619047619,0.18875000000000006,0.48
10779,ITA,Italy,Europe,High,2016-03-13,41.87,12.56,60,8.21,0.09,87.6,1,0,0,1,8.4,-10,63.5,25.0,3.7,13.7,25.6,93.2,42342,74.0,98.3,9.994345238095239,17.4,0,76.38529761904762,0.26255952380952413,0.52
10780,ITA,Italy,Europe,High,2016-03-20,41.87,12.56,60,7.79,-0.07,97.2,1,0,0,1,87.9,135,67.6,30.3,0.0,22.0,25.5,82.4,42342,71.2,95.9,11.27142857142857,21.75,0,70.85470238095238,0.7844642857142858,4.37
10781,ITA,Italy,Europe,High,2016-03-27,41.87,12.56,60,6.52,-0.4,105.2,1,0,0,1,60.3,73,72.8,30.0,8.2,25.5,10.1,85.9,42342,72.3,100.0,14.115416666666667,24.89,0,72.87892857142857,0.20375000000000018,0.37
10782,ITA,Italy,Europe,High,2016-04-03,41.87,12.56,60,8.45,0.12,62.6,1,0,0,1,81.2,122,82.9,41.7,4.3,11.8,26.0,94.1,42411,66.2,100.0,16.507440476190474,26.32,0,65.19375,0.44541666666666685,1.19
10783,ITA,Italy,Europe,High,2016-04-10,41.87,12.56,60,9.82,0.27,141.4,0,0,0,0,9.5,33,56.5,31.5,5.9,16.8,15.7,90.9,42411,71.0,86.7,14.728869047619046,22.0,0,69.70130952380953,0.26940476190476204,0.75
10784,ITA,Italy,Europe,High,2016-04-17,41.87,12.56,60,8.48,-0.27,125.7,0,0,0,0,40.7,72,65.4,34.1,7.1,21.1,20.5,86.4,42411,63.8,99.8,15.096011904761905,24.13,0,69.91749999999999,0.26190476190476175,0.92
10785,ITA,Italy,Europe,High,2016-04-24,41.87,12.56,60,8.98,0.55,134.5,0,0,0,0,4.8,30,47.2,39.5,8.3,16.4,13.7,81.4,42411,75.0,100.0,13.115,21.76,0,75.06345238095238,0.2517261904761905,0.65
10786,ITA,Italy,Europe,High,2016-05-01,41.87,12.56,60,6.48,-0.37,69.7,1,0,0,1,44.4,65,53.4,33.3,6.5,8.7,26.8,84.4,42480,74.5,96.2,15.317738095238095,22.64,0,66.05255952380952,0.20130952380952402,0.56
10787,ITA,Italy,Europe,High,2016-05-08,41.87,12.56,60,7.46,0.32,127.4,0,0,0,0,33.4,52,23.4,21.9,0.0,16.1,15.5,85.0,42480,73.2,100.0,17.040178571428573,24.31,0,75.04154761904762,0.399166666666667,1.71
10788,ITA,Italy,Europe,High,2016-05-15,41.87,12.56,60,5.75,0.04,96.4,0,0,0,0,27.6,59,57.8,28.8,6.8,18.3,3.6,85.8,42480,76.7,95.2,16.03333333333333,25.65,0,75.89958333333333,0.21017857142857116,0.56
10789,ITA,Italy,Europe,High,2016-05-22,41.87,12.56,60,9.04,0.31,125.6,0,0,0,0,24.1,31,59.4,31.4,4.4,20.4,12.3,85.8,42480,67.4,100.0,18.847202380952382,28.16,0,62.22011904761904,0.23732142857142852,0.59
10790,ITA,Italy,Europe,High,2016-05-29,41.87,12.56,60,7.8,-0.07,132.2,0,0,0,0,0.0,-12,52.3,24.7,7.1,19.6,17.3,84.1,42480,59.8,97.5,18.06202380952381,24.51,0,77.01708333333333,0.2030357142857142,0.85
10791,ITA,Italy,Europe,High,2016-06-05,41.87,12.56,60,3.74,-1.47,106.5,0,0,0,0,45.0,60,66.8,21.2,5.6,20.1,10.0,86.0,42549,73.8,100.0,20.670535714285716,27.53,0,72.19982142857143,0.20392857142857138,0.36
10792,ITA,Italy,Europe,High,2016-06-12,41.87,12.56,60,4.29,-0.29,78.2,0,0,0,0,20.7,15,53.1,30.7,3.4,25.4,13.1,87.1,42549,72.6,97.1,20.791428571428572,29.5,0,70.52095238095238,0.2735714285714286,0.89
10793,ITA,Italy,Europe,High,2016-06-19,41.87,12.56,60,1.82,0.07,65.8,0,0,0,0,34.8,49,64.2,26.5,5.1,15.8,11.3,88.1,42549,63.1,93.2,23.99952380952381,34.94,21,60.84988095238096,0.2697023809523811,0.38
10794,ITA,Italy,Europe,High,2016-06-26,41.87,12.56,60,2.05,-0.84,101.1,0,0,0,0,74.1,94,83.7,17.9,4.5,17.7,1.9,90.0,42549,70.9,100.0,25.251011904761906,32.58,11,57.84250000000001,0.17833333333333318,0.45
10795,ITA,Italy,Europe,High,2016-07-03,41.87,12.56,60,0.19,-0.5,20.8,0,0,0,0,52.7,70,77.6,28.9,7.2,16.4,0.0,90.6,42618,74.2,100.0,26.77517857142857,34.13,27,59.511607142857144,0.17357142857142854,0.27
10796,ITA,Italy,Europe,High,2016-07-10,41.87,12.56,60,-0.75,0.83,121.0,0,0,0,0,11.0,6,57.1,36.4,1.3,21.1,2.3,85.2,42618,66.6,100.0,25.102440476190477,35.04,22,55.661071428571425,0.23500000000000001,0.85
10797,ITA,Italy,Europe,High,2016-07-17,41.87,12.56,60,0.12,-0.37,114.0,0,0,0,0,0.0,19,67.2,31.5,1.7,18.9,0.0,89.2,42618,70.4,100.0,26.212380952380954,34.81,35,42.447916666666664,0.1621428571428571,0.45
10798,ITA,Italy,Europe,High,2016-07-24,41.87,12.56,60,-3.81,-0.75,75.9,0,0,0,0,31.4,24,58.9,30.1,6.6,16.1,0.0,88.9,42618,74.7,93.7,26.539642857142855,33.71,24,57.38035714285714,0.18232142857142875,0.36
10799,ITA,Italy,Europe,High,2016-07-31,41.87,12.56,60,-5.77,0.09,123.1,0,0,0,0,81.3,119,84.3,25.1,6.1,15.6,0.0,90.5,42618,65.3,100.0,26.354702380952382,34.27,26,57.99880952380952,0.158392857142857,0.32
10800,ITA,Italy,Europe,High,2016-08-07,41.87,12.56,60,-8.75,0.82,42.3,0,0,0,0,6.0,18,40.4,26.7,0.8,18.7,0.0,85.9,42687,70.7,100.0,24.555,33.93,13,48.52845238095238,0.16249999999999995,0.4
10801,ITA,Italy,Europe,High,2016-08-14,41.87,12.56,60,-4.31,0.13,0.0,0,0,0,0,49.0,61,55.4,24.6,6.0,20.5,0.0,84.9,42687,63.6,100.0,24.940059523809527,32.64,8,58.77916666666666,0.1667261904761905,0.52
10802,ITA,Italy,Europe,High,2016-08-21,41.87,12.56,60,-6.74,0.46,46.4,0,0,0,0,42.7,63,67.8,25.8,6.4,21.3,0.0,89.5,42687,68.9,98.2,26.097261904761904,33.85,28,48.085,0.15785714285714306,0.3
10803,ITA,Italy,Europe,High,2016-08-28,41.87,12.56,60,-5.7,0.31,35.0,0,0,0,0,58.5,79,64.9,37.9,6.2,20.9,0.0,92.1,42687,64.6,100.0,25.78595238095238,34.43,23,52.41440476190477,0.1852976190476191,0.37
10804,ITA,Italy,Europe,High,2016-09-04,41.87,12.56,60,-6.89,-0.66,47.2,0,0,0,0,17.5,33,46.1,30.0,6.8,15.5,0.0,85.6,42756,67.7,98.9,23.34095238095238,33.15,5,59.506249999999994,0.24589285714285725,0.61
10805,ITA,Italy,Europe,High,2016-09-11,41.87,12.56,60,-6.73,-0.41,39.5,0,0,0,0,70.5,105,69.8,24.8,5.6,12.4,0.0,88.1,42756,63.6,98.9,22.648809523809526,29.89,0,69.87553571428572,0.2636309523809524,0.59
10806,ITA,Italy,Europe,High,2016-09-18,41.87,12.56,60,-8.78,-0.05,28.5,0,0,0,0,69.9,87,89.9,35.3,7.7,18.2,0.0,87.0,42756,75.0,100.0,19.65517857142857,27.68,0,69.28797619047619,0.15833333333333338,0.27
10807,ITA,Italy,Europe,High,2016-09-25,41.87,12.56,60,-11.01,-0.23,87.4,0,0,0,0,85.7,130,71.1,28.0,6.0,15.5,0.0,89.8,42756,70.5,100.0,19.298571428571428,26.26,0,63.99916666666667,0.1581547619047619,0.57
10808,ITA,Italy,Europe,High,2016-10-02,41.87,12.56,60,-10.6,0.16,76.9,0,0,0,0,30.0,34,58.7,30.3,4.9,15.6,0.0,90.0,42824,76.6,96.2,17.94529761904762,25.32,0,75.35916666666667,0.17642857142857146,0.71
10809,ITA,Italy,Europe,High,2016-10-09,41.87,12.56,60,-5.99,-0.39,16.7,0,1,0,1,54.7,64,68.8,30.1,4.2,16.3,0.0,81.9,42824,75.6,85.4,16.020119047619048,24.77,0,74.92428571428572,0.30863095238095256,1.03
10810,ITA,Italy,Europe,High,2016-10-16,41.87,12.56,60,-6.79,-0.63,8.3,0,0,0,0,42.4,56,65.9,27.1,2.5,16.9,0.0,85.1,42824,73.2,100.0,16.10654761904762,24.14,0,77.98071428571428,0.1419047619047619,0.51
10811,ITA,Italy,Europe,High,2016-10-23,41.87,12.56,60,-10.01,-0.04,0.0,0,0,0,0,72.9,93,74.2,31.3,8.0,16.7,0.0,90.6,42824,82.4,93.9,16.302321428571428,24.87,0,75.33244047619048,0.3203571428571432,0.85
10812,ITA,Italy,Europe,High,2016-10-30,41.87,12.56,60,-7.82,-0.05,65.3,0,0,0,0,0.0,9,62.4,26.8,6.4,22.0,0.0,85.2,42824,63.3,100.0,15.41875,23.59,0,81.35029761904762,0.12422619047619048,0.52
10813,ITA,Italy,Europe,High,2016-11-06,41.87,12.56,60,-3.31,-0.33,22.4,0,0,0,0,75.1,110,77.8,25.2,4.5,7.1,0.0,91.3,42893,66.0,100.0,11.828988095238095,19.22,0,81.88684523809523,0.17357142857142854,0.59
10814,ITA,Italy,Europe,High,2016-11-13,41.87,12.56,60,-2.82,-1.03,17.9,0,0,0,0,15.6,18,37.3,31.2,2.7,21.0,0.0,92.9,42893,63.4,100.0,11.05875,18.0,0,80.72011904761905,0.20559523809523816,0.41
10815,ITA,Italy,Europe,High,2016-11-20,41.87,12.56,60,-8.39,0.49,58.0,0,0,0,0,37.6,52,74.7,32.7,4.5,16.3,0.0,89.9,42893,69.8,100.0,13.326666666666668,19.14,0,89.42654761904762,0.14875000000000002,0.56
10816,ITA,Italy,Europe,High,2016-11-27,41.87,12.56,60,-1.53,-0.75,28.7,0,0,0,0,89.5,139,61.9,29.3,4.3,14.5,0.0,90.5,42893,70.8,100.0,7.502440476190476,16.76,0,72.28226190476191,0.08559523809523799,0.3
10817,ITA,Italy,Europe,High,2016-12-04,41.87,12.56,60,-3.52,0.03,80.1,0,0,0,0,71.3,100,59.6,27.6,0.0,12.8,0.0,91.2,42962,68.5,100.0,8.472440476190476,16.0,0,74.09922619047619,0.10601190476190475,0.32
10818,ITA,Italy,Europe,High,2016-12-11,41.87,12.56,60,-1.71,0.91,110.3,0,0,0,0,69.4,115,84.6,34.5,9.8,20.3,0.0,87.4,42962,69.3,96.9,7.8125,14.95,0,78.98678571428572,0.10565476190476193,0.39
10819,ITA,Italy,Europe,High,2016-12-18,41.87,12.56,60,-2.97,0.06,108.7,0,0,0,0,18.9,34,47.3,30.8,0.7,9.3,0.0,92.2,42962,65.3,100.0,8.36029761904762,16.77,0,73.33255952380952,0.1818452380952381,0.55
10820,ITA,Italy,Europe,High,2016-12-25,41.87,12.56,60,-3.2,0.34,47.1,0,0,0,0,82.4,135,77.3,40.8,7.8,17.6,0.0,89.8,42962,72.4,99.7,5.97077380952381,15.58,0,68.68916666666667,0.08172619047619063,0.17
